player_name,player_position,minutes_played,attempted_shots,shots_on_goal,goals,assists,total_passes,key_passes,pass_completion,saves,tackles,blocks,interceptions,conceded_goals,total_duels,won_duels,attempted_dribbles,successful_dribbles,cards,rating,league
L. Fejsa,Midfielder,63.5,0.05555555555555555,0.0,0.0,0.0,23.5,0.05555555555555555,82.94444444444444,0.0,1.4444444444444444,0.1111111111111111,0.611111111111111,0.0,2.888888888888889,1.1111111111111112,0.16666666666666666,0.05555555555555555,0.16666666666666666,6.489393611111111,La Liga
A. Kolarov,Defender,81.375,1.7291666666666667,0.47916666666666663,0.16666666666666669,0.08333333333333333,32.958333333333336,1.4791666666666667,80.21694155092591,0.0,0.7708333333333334,0.16666666666666666,0.8125,0.0,1.2708333333333333,0.625,0.8958333333333334,0.5,0.20833333333333331,7.004892758969907,Serie A
Antonio Rukavina,Defender,87.13333333333334,0.0,0.0,0.0,0.06666666666666667,13.666666666666666,0.4,78.336,0.0,0.13333333333333333,0.2,0.13333333333333333,0.0,0.0,0.0,0.13333333333333333,0.0,0.06666666666666667,6.2056289848888895,UEFA Europa League
A. Prijović,Attacker,52.4,1.2,0.7,0.1,0.2,7.1,0.7,58.0,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.1,0.0,0.0,6.655555,Pro League
N. Miletić,Defender,87.05128205128206,0.05128205128205128,0.02564102564102564,0.07692307692307693,0.0,3.6923076923076925,0.02564102564102564,20.24983563445102,0.0,0.07692307692307693,0.0,0.3076923076923077,0.0,0.0,0.0,0.02564102564102564,0.02564102564102564,0.1282051282051282,1.845627876397107,Super Liga
N. Vasiljević,Goalkeeper,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Super Liga
S. Milinković-Savić,Midfielder,81.30232558139535,2.3255813953488373,0.7209302325581395,0.18604651162790697,0.11627906976744186,35.395348837209305,1.3953488372093021,74.84045429962141,0.0,1.4186046511627908,0.3488372093023256,1.0232558139534884,0.0,4.046511627906977,2.0232558139534884,1.6511627906976745,1.0930232558139534,0.23255813953488375,7.1865865830178475,Serie A
E. Rockov,Goalkeeper,88.09677419354838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Super Liga
A. Mitrović,Attacker,88.33333333333333,3.5952380952380953,1.3571428571428572,0.6428571428571429,0.07142857142857142,17.238095238095237,1.0238095238095237,71.95918367346938,0.0,0.2619047619047619,0.047619047619047616,0.14285714285714285,0.0,16.952380952380953,6.809523809523809,1.6428571428571428,0.7380952380952381,0.21428571428571427,7.169103577097505,Championship
N. Maksimović,Defender,83.0,0.30000000000000004,0.06666666666666667,0.03333333333333333,0.03333333333333333,49.766666666666666,0.26666666666666666,90.09777777777778,0.0,1.3666666666666667,0.6,1.3333333333333333,0.0,2.9333333333333336,1.7,0.5,0.3,0.13333333333333333,7.054221973333332,Serie A
N. Milunović,Defender,82.58333333333333,0.1111111111111111,0.027777777777777776,0.08333333333333333,0.0,6.694444444444445,0.0,28.57793209876543,0.0,0.3333333333333333,0.1388888888888889,0.3055555555555556,0.0,0.0,0.0,0.027777777777777776,0.027777777777777776,0.25,2.5555774953703705,Super Liga
A. Pavlović,Attacker,60.65714285714286,0.2857142857142857,0.11428571428571428,0.2857142857142857,0.0,2.857142857142857,0.11428571428571428,21.771428571428572,0.0,0.14285714285714285,0.02857142857142857,0.0,0.0,0.0,0.0,0.3142857142857143,0.14285714285714285,0.08571428571428572,2.434285571428571,1. Division
M. Gaćinović,Midfielder,47.526315789473685,0.8157894736842105,0.18421052631578946,0.02631578947368421,0.02631578947368421,7.605263157894737,0.3684210526315789,69.00277008310249,0.0,0.5789473684210527,0.05263157894736842,0.36842105263157887,0.0,1.2894736842105263,0.631578947368421,0.9473684210526316,0.5526315789473684,0.10526315789473684,6.661126260387812,Bundesliga
A. Živković,Attacker,49.916666666666664,0.08333333333333333,0.08333333333333333,0.25,0.0,1.75,0.08333333333333333,23.27662037037037,0.0,0.16666666666666666,0.0,0.0,0.0,0.9166666666666666,0.16666666666666666,0.08333333333333333,0.0,0.0,3.030809944058642,UEFA U21 Championship
M. Gobeljić,Defender,84.81818181818181,0.12121212121212122,0.030303030303030304,0.06060606060606061,0.030303030303030304,4.696969696969697,0.18181818181818182,25.476584022038566,0.0,0.5151515151515151,0.09090909090909091,0.24242424242424243,0.0,0.0,0.0,0.18181818181818182,0.12121212121212122,0.09090909090909091,2.435261707988981,Super Liga
F. Đuričić,Midfielder,55.66666666666667,1.3,0.26666666666666666,0.16666666666666666,0.16666666666666666,16.266666666666666,1.1666666666666667,76.91444444444444,0.0,0.7333333333333333,0.1,0.26666666666666666,0.0,2.9,1.5666666666666667,1.8,1.1,0.2,6.896175059999999,Serie A
F. Mladenović,Defender,87.80645161290323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4838709677419355,0.0,Ekstraklasa
M. Grujić,Midfielder,85.2121212121212,1.1515151515151514,0.3939393939393939,0.12121212121212122,0.06060606060606061,31.09090909090909,0.42424242424242425,78.48484848484848,0.0,1.8484848484848486,0.2727272727272727,0.7575757575757576,0.0,3.696969696969697,2.0606060606060606,1.303030303030303,0.9393939393939393,0.303030303030303,6.893939329660239,Bundesliga
