player_name,player_id,player_position,minutes_played,attempted_shots,shots_on_goal,goals,assists,total_passes,key_passes,pass_completion,saves,tackles,blocks,interceptions,conceded_goals,total_duels,won_duels,attempted_dribbles,successful_dribbles,cards,rating,league
S. Long,18956,Attacker,29.076923076923077,0.3846153846153846,0.19230769230769232,0.07692307692307693,0.0,6.461538461538463,0.0,4.4733727810650885,0.0,0.19230769230769232,0.0,0.19230769230769232,0.0,4.461538461538462,1.846153846153846,0.2692307692307693,0.11538461538461539,0.0,6.492692153846154,Championship
G. Whelan,19193,Midfielder,64.46875,0.28125,0.03125,0.0,0.0,42.46875,0.375,47.4375,0.0,0.84375,0.3125,0.8125,0.0,4.59375,2.40625,0.21875,0.15625,0.15625,6.7708800625,League One
S. Hogan,19106,Attacker,59.68421052631579,1.0,0.4473684210526316,0.18421052631578946,0.0,9.868421052631579,0.42105263157894735,15.868421052631579,0.0,0.2631578947368421,0.0,0.15789473684210525,0.0,6.36842105263158,2.0789473684210527,0.7894736842105263,0.3157894736842105,0.05263157894736842,6.611348684210526,Championship
D. Randolph,19229,Goalkeeper,91.25,0.0,0.0,0.0,0.0,17.875,0.0,29.94097222222222,1.875,0.0,0.0,0.0,0.7083333333333334,0.2916666666666667,0.2916666666666667,0.08333333333333333,0.08333333333333333,0.0,6.509721802083334,Euro Championship
A. Connolly,19772,Attacker,51.53846153846155,1.3076923076923077,0.5769230769230769,0.07692307692307693,0.038461538461538464,6.8076923076923075,0.34615384615384615,10.292899408284024,0.0,0.3076923076923077,0.0,0.07692307692307693,0.0,5.769230769230768,2.3461538461538463,1.2692307692307692,0.38461538461538464,0.07692307692307693,6.422336680473373,Premier League
J. Hendrick,18924,Midfielder,76.11627906976744,0.4883720930232558,0.13953488372093023,0.06976744186046512,0.023255813953488372,29.97674418604651,0.6046511627906976,34.9572742022715,0.0,0.3023255813953488,0.32558139534883723,0.813953488372093,0.0,5.1395348837209305,2.0232558139534884,1.0232558139534884,0.6744186046511629,0.13953488372093023,6.6385504488912925,Premier League
C. Clark,18891,Defender,83.55172413793105,0.3793103448275862,0.06896551724137931,0.034482758620689655,0.0,38.3448275862069,0.13793103448275862,33.172413793103445,0.0,1.1379310344827585,0.9310344827586208,1.2758620689655173,0.0,7.551724137931034,4.620689655172414,0.3448275862068966,0.1724137931034483,0.13793103448275862,6.827585655172413,Premier League
J. Egan,19093,Defender,84.68085106382979,0.5106382978723404,0.14893617021276595,0.02127659574468085,0.02127659574468085,40.191489361702125,0.14893617021276595,37.54821186057039,0.0,1.2765957446808511,0.7872340425531914,1.5319148936170213,0.0,7.042553191489361,4.234042553191489,0.02127659574468085,0.02127659574468085,0.19148936170212766,6.914259129017655,Premier League
S. Maguire,19459,Attacker,44.51282051282051,0.5897435897435896,0.358974358974359,0.10256410256410256,0.05128205128205128,13.128205128205128,0.6153846153846155,16.76923076923077,0.0,0.41025641025641024,0.0,0.1282051282051282,0.0,8.384615384615385,2.8974358974358974,0.6153846153846154,0.23076923076923075,0.10256410256410256,6.740930435897436,Championship
H. Arter,18996,Midfielder,58.352941176470594,1.647058823529412,0.5294117647058824,0.0,0.0,51.47058823529411,1.1764705882352942,29.470588235294116,0.0,2.8235294117647056,0.4705882352941177,0.8823529411764707,0.0,9.411764705882353,4.705882352941176,0.1764705882352941,0.1764705882352941,0.23529411764705882,6.8823527647058835,Championship
A. O&apos;Brien,19654,Attacker,54.595238095238095,1.1666666666666667,0.5,0.14285714285714285,0.047619047619047616,14.428571428571429,0.5476190476190477,14.263605442176871,0.0,0.7619047619047619,0.07142857142857142,0.21428571428571427,0.0,7.571428571428572,3.166666666666667,1.0714285714285714,0.5,0.07142857142857142,6.73834847335601,League One
J. McClean,19507,Midfielder,69.08,0.54,0.24,0.04,0.1,21.720000000000002,0.76,25.599600000000002,0.0,1.28,0.06,0.64,0.0,8.54,3.8600000000000003,1.58,0.7600000000000001,0.26,6.6727597560000005,Championship
C. Hourihane,19188,Midfielder,66.24489795918366,0.5714285714285714,0.30612244897959184,0.14285714285714285,0.061224489795918366,32.40816326530612,1.0204081632653061,33.216176933080604,0.0,0.7346938775510203,0.08163265306122448,0.6326530612244898,0.0,3.73469387755102,1.8571428571428572,0.3469387755102041,0.12244897959183673,0.061224489795918366,6.908190069613852,Championship
D. McGoldrick,19108,Attacker,71.0625,1.8541666666666665,0.7291666666666666,0.20833333333333334,0.0625,25.395833333333332,0.6458333333333334,25.85416666666667,0.0,0.8125,0.0625,0.10416666666666666,0.0,12.333333333333332,5.479166666666666,2.479166666666667,1.4791666666666665,0.14583333333333334,6.918749875,Premier League
R. Keogh,19206,Defender,87.38297872340425,0.2978723404255319,0.0851063829787234,0.0,0.0,57.08510638297872,0.10638297872340424,56.25531914893617,0.0,0.6382978723404256,0.44680851063829785,0.7872340425531915,0.0,6.914893617021276,4.276595744680851,0.14893617021276595,0.14893617021276595,0.0851063829787234,6.882978382978724,Championship
A. Judge,19737,Midfielder,69.46341463414633,1.0,0.3902439024390244,0.0975609756097561,0.12195121951219512,30.75609756097561,1.024390243902439,30.438531071806853,0.0,1.5609756097560976,0.04878048780487805,0.6341463414634146,0.0,6.463414634146342,3.073170731707317,0.5853658536585366,0.2682926829268293,0.12195121951219512,7.018089867761641,League One
R. Brady,18921,Midfielder,56.0,0.7999999999999999,0.2285714285714286,0.05714285714285714,0.05714285714285714,20.457142857142856,0.9428571428571428,21.717551020408163,0.0,1.0,0.0,0.5142857142857143,0.0,7.057142857142856,3.142857142857143,0.8857142857142857,0.6571428571428571,0.08571428571428572,6.812081191836734,Premier League
S. Duffy,18962,Defender,81.75,0.9375,0.3333333333333333,0.14583333333333331,0.020833333333333332,48.291666666666664,0.10416666666666667,51.30534871419271,0.0,0.7083333333333333,0.9583333333333334,1.0416666666666667,0.0,7.770833333333333,5.208333333333334,0.29166666666666663,0.20833333333333334,0.20833333333333331,6.9888331235588925,Premiership
C. Robinson,19462,Attacker,55.45454545454545,1.1818181818181817,0.5227272727272727,0.20454545454545453,0.022727272727272728,13.931818181818182,0.75,16.772727272727273,0.0,0.3636363636363636,0.0,0.25,0.0,5.5227272727272725,2.204545454545454,1.2045454545454546,0.6590909090909091,0.022727272727272728,6.809545068181818,Premier League
C. O&apos;Dowda,19272,Midfielder,63.52,0.64,0.32,0.04,0.04,21.8,0.68,20.217599999999997,0.0,1.0,0.08,0.2,0.0,10.08,4.960000000000001,2.08,1.2000000000000002,0.0,6.751679667200001,Championship
A. Browne,19446,Midfielder,77.9423076923077,0.8461538461538463,0.25,0.09615384615384616,0.057692307692307696,34.59615384615384,0.5192307692307693,29.34208579881657,0.0,1.5769230769230769,0.32692307692307687,1.3653846153846154,0.0,12.038461538461538,5.884615384615384,1.5192307692307692,0.7692307692307692,0.23076923076923078,6.819045779585799,Championship
J. Collins,19771,Attacker,58.98113207547169,1.2452830188679245,0.5660377358490566,0.2641509433962264,0.03773584905660377,14.622641509433963,0.3773584905660377,12.60377358490566,0.0,0.5660377358490566,0.1509433962264151,0.22641509433962265,0.0,10.830188679245282,4.528301886792454,0.6415094339622641,0.43396226415094336,0.07547169811320754,6.816509396226417,Championship
E. Stevens,19097,Defender,90.38297872340426,0.48936170212765956,0.10638297872340426,0.0,0.0425531914893617,43.38297872340426,0.6595744680851063,39.95744680851064,0.0,1.7446808510638296,0.2978723404255319,0.8297872340425532,0.0,7.957446808510639,3.936170212765957,1.6595744680851063,0.9361702127659574,0.23404255319148937,6.704255085106383,Premier League
