player_name,player_position,minutes_played,attempted_shots,shots_on_goal,goals,assists,total_passes,key_passes,pass_completion,saves,tackles,blocks,interceptions,conceded_goals,total_duels,won_duels,attempted_dribbles,successful_dribbles,cards,rating
Vladislav Ignatjev,Midfielder,61.78260869565217,0.6521739130434783,0.4347826086956521,0.13043478260869565,0.0,21.304347826086957,0.3913043478260869,31.245746691871453,0.0,1.5217391304347827,0.08695652173913043,0.9565217391304348,0.0,8.08695652173913,4.173913043478261,0.3913043478260869,0.13043478260869565,3.0,6.674858223062381
Ruslan Kambolov,Midfielder,13.5,0.21428571428571427,0.14285714285714285,0.0,0.07142857142857142,6.714285714285714,0.21428571428571427,8.63265306122449,0.0,0.35714285714285715,0.0,0.21428571428571427,0.0,1.8571428571428572,1.2142857142857142,0.0,0.0,3.0,6.440816326530613
G. Shchennikov,Defender,77.64,0.32,0.08,0.0,0.0,39.559999999999995,0.72,44.88,0.0,1.44,0.04,1.32,0.0,7.68,4.08,1.2,0.48,3.0,6.7279996
Y. Zhirkov,Defender,56.89999999999999,0.7666666666666666,0.13333333333333333,0.0,0.06666666666666667,26.9,0.7999999999999999,31.91777777777778,0.0,1.2,0.06666666666666667,0.9333333333333332,0.0,4.633333333333334,2.4,0.33333333333333337,0.2,2.0,6.7150789755555556
F. Kudryashov,Defender,82.24193548387098,0.06451612903225806,0.016129032258064516,0.016129032258064516,0.016129032258064516,38.62903225806452,0.3709677419354839,38.71748178980229,0.0,1.0,0.24193548387096775,1.3064516129032258,0.0,5.016129032258065,2.854838709677419,0.12903225806451613,0.08064516129032258,9.0,6.734832907388138
P. Mogilevets,Midfielder,49.1875,0.5,0.125,0.0625,0.125,40.375,1.375,17.71875,0.0,2.0,0.375,1.625,0.0,10.0,3.5,0.875,0.5,1.0,6.640056281249999
R. Mirzov,Midfielder,71.94999999999999,2.8,1.1,0.3,0.1,47.0,2.4,20.79,0.0,1.1,0.0,0.5,0.0,19.2,8.4,7.3,3.4,4.0,6.94747053
A. Lunev,Goalkeeper,86.0,0.0,0.0,0.0,0.0,18.46153846153846,0.0,14.911242603550296,2.6153846153846154,0.0,0.0,0.0,0.8461538461538461,0.23076923076923078,0.23076923076923078,0.0,0.0,0.0,6.867455289940828
R. Neustädter,Midfielder,61.55555555555556,0.1111111111111111,0.1111111111111111,0.05555555555555555,0.0,33.27777777777778,0.16666666666666666,30.1358024691358,0.0,0.7222222222222222,0.3333333333333333,1.5555555555555556,0.0,4.555555555555555,2.1666666666666665,0.1111111111111111,0.1111111111111111,5.0,6.653127259259258
D. Kuzyaev,Midfielder,66.93333333333332,0.8666666666666667,0.4666666666666667,0.13333333333333333,0.13333333333333333,36.6,0.9111111111111111,32.803160493827164,0.0,2.2222222222222223,0.17777777777777778,1.1555555555555552,0.0,8.333333333333332,4.311111111111111,1.2888888888888888,0.8444444444444443,7.0,6.904708545382716
A. Golovin,Midfielder,56.94444444444444,0.7777777777777779,0.41666666666666663,0.16666666666666669,0.2777777777777778,21.25,1.5555555555555554,21.064814814814817,0.0,1.0833333333333335,0.0,0.5,0.0,7.111111111111112,3.1944444444444446,1.5,0.9166666666666667,4.0,7.168055405092592
M. Ozdoev,Midfielder,73.65384615384616,0.75,0.21153846153846156,0.057692307692307696,0.07692307692307693,46.67307692307692,1.1346153846153846,46.03225989986345,0.0,1.7115384615384615,0.23076923076923078,1.6153846153846154,0.0,6.346153846153846,3.2115384615384617,0.46153846153846156,0.23076923076923078,6.0,6.974363791761493
Aleksey Miranchuk,Midfielder,39.3265306122449,0.7142857142857144,0.4285714285714286,0.2040816326530612,0.10204081632653061,16.816326530612244,0.8775510204081631,18.7404907819021,0.0,0.653061224489796,0.02040816326530612,0.2857142857142857,0.0,4.877551020408163,2.3469387755102042,1.0816326530612246,0.6938775510204082,2.0,6.8660550450917555
D. Cheryshev,Midfielder,48.53333333333333,0.7666666666666666,0.23333333333333334,0.03333333333333333,0.1,11.033333333333335,0.6666666666666666,7.605333333333332,0.0,0.7,0.03333333333333333,0.4666666666666667,0.0,5.699999999999999,2.1,0.8999999999999999,0.3666666666666667,4.0,6.598636412444446
E. Sorokin,Defender,75.71428571428572,0.047619047619047616,0.0,0.0,0.0,42.19047619047619,0.14285714285714285,42.0,0.0,0.7142857142857142,0.7619047619047619,2.2857142857142856,0.0,4.523809523809524,2.761904761904762,0.14285714285714285,0.09523809523809523,5.0,6.400874421768708
S. Dzhanaev,Goalkeeper,88.08333333333333,0.0,0.0,0.0,0.0,18.916666666666668,0.0,25.764973958333332,2.3333333333333335,0.0,0.0,0.0,1.0,0.16666666666666666,0.16666666666666666,0.0,0.0,1.0,6.878074137369792
Y. Gazinskiy,Midfielder,69.025,0.375,0.175,0.075,0.05,49.325,0.675,49.37043750000001,0.0,0.95,0.30000000000000004,1.5249999999999997,0.0,5.975,3.2500000000000004,0.425,0.275,8.0,6.8963044005
D. Chistyakov,Defender,50.2,0.0,0.0,0.0,0.0,3.8499999999999996,0.0,5.999999999999999,0.0,0.05,0.1,0.30000000000000004,0.0,1.4500000000000002,0.85,0.05,0.05,3.0,6.515000000000001
M. Belyaev,Defender,86.47058823529412,0.4117647058823529,0.0,0.0,0.0,37.529411764705884,0.058823529411764705,38.29411764705882,0.0,0.9411764705882353,0.11764705882352941,1.7647058823529411,0.0,6.588235294117647,3.823529411764706,0.058823529411764705,0.058823529411764705,4.0,6.570588235294117
