player_name,player_position,minutes_played,attempted_shots,shots_on_goal,goals,assists,total_passes,key_passes,pass_completion,saves,tackles,blocks,interceptions,conceded_goals,total_duels,won_duels,attempted_dribbles,successful_dribbles,cards,rating
A. Skúlason,Midfielder,88.36363636363637,0.022727272727272728,0.0,0.045454545454545456,0.022727272727272728,3.3863636363636362,0.045454545454545456,4.710743801652892,0.0,0.22727272727272727,0.022727272727272728,0.11363636363636363,0.0,0.7272727272727273,0.3409090909090909,0.0,0.0,7.0,1.5917355371900825
S. Ingason,Defender,83.78260869565217,0.15217391304347827,0.043478260869565216,0.08695652173913043,0.0,10.521739130434783,0.08695652173913043,49.69144745704198,0.0,0.0,0.021739130434782608,0.717391304347826,0.0,2.6521739130434785,1.7608695652173914,0.0,0.0,11.0,4.343317277963587
A. Finnbogason,Attacker,60.769230769230774,0.9230769230769231,0.46153846153846156,0.15384615384615385,0.038461538461538464,8.038461538461538,0.5769230769230769,46.10349340009103,0.0,0.07692307692307693,0.0,0.5384615384615384,0.0,6.346153846153847,2.192307692307692,0.9615384615384616,0.3076923076923077,4.038461538461538,5.954246770596267
J. Guðmunds­son,Midfielder,63.36585365853659,0.4878048780487805,0.21951219512195122,0.024390243902439025,0.07317073170731708,8.097560975609756,0.5853658536585366,50.66703447319147,0.0,0.6097560975609756,0.0975609756097561,0.5121951219512195,0.0,3.5853658536585367,1.4634146341463414,0.4634146341463415,0.17073170731707316,4.0,6.0223605322601585
J. Böðvarsson,Attacker,55.242424242424235,0.8636363636363636,0.28787878787878785,0.07575757575757576,0.06060606060606061,7.393939393939394,0.45454545454545453,45.25823600391594,0.0,0.06060606060606061,0.015151515151515152,0.10606060606060606,0.0,11.121212121212121,4.257575757575758,0.9545454545454546,0.5303030303030303,3.0,6.409533328922206
H. Magnússon,Defender,82.53125,0.65625,0.15625,0.03125,0.0,23.1875,0.15625,65.137939453125,0.0,0.0,0.0,1.65625,0.0,8.15625,4.75,0.15625,0.125,2.0,6.845123009033204
Ö. Kristinsson,Goalkeeper,87.6842105263158,0.0,0.0,0.0,0.0,1.763157894736842,0.02631578947368421,37.6833261715303,0.3684210526315789,0.0,0.0,0.0,0.2894736842105263,0.02631578947368421,0.02631578947368421,0.0,0.0,0.0,6.2419047966175825
E. Bjarnason,Midfielder,57.51219512195122,0.0,0.0,0.024390243902439025,0.024390243902439025,0.2682926829268293,0.024390243902439025,0.22843545508625818,0.0,0.07317073170731707,0.0,0.0,0.0,0.3170731707317073,0.14634146341463414,0.0,0.0,7.0,0.765258774538965
R. Sigurjónsson,Midfielder,80.57894736842104,0.0,0.0,0.2807017543859649,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
G. Sigurðsson,Midfielder,85.67796610169492,2.0847457627118646,0.9491525423728813,0.3050847457627119,0.23728813559322035,15.796610169491526,1.4406779661016949,62.436067472368855,0.0,1.0338983050847457,0.0847457627118644,0.7796610169491525,0.0,5.338983050847458,2.406779661016949,1.2203389830508475,0.6101694915254238,4.0,6.912561332601733
B. Sævarsson,Defender,85.97916666666667,0.0625,0.020833333333333332,0.0625,0.0,3.229166666666667,0.0625,58.9181224681713,0.0,0.22916666666666666,0.08333333333333333,0.2916666666666667,0.0,1.2083333333333333,0.5416666666666667,0.16666666666666666,0.0625,5.0,6.159706850405093
I. Jónsson,Goalkeeper,86.66666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
H. Hermannsson,Defender,79.91666666666667,0.0,0.0,0.020833333333333332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.020833333333333,0.0
B. Bjarnason,Midfielder,70.47826086956522,0.391304347826087,0.10869565217391304,0.17391304347826086,0.0,5.782608695652174,0.19565217391304346,28.554732089324638,0.0,0.15217391304347827,0.021739130434782608,0.30434782608695654,0.0,3.0434782608695654,1.2391304347826086,0.30434782608695654,0.08695652173913043,3.0,4.269895770004799
A. Gunnarsson,Midfielder,87.58333333333334,0.5833333333333334,0.16666666666666666,0.08333333333333334,0.05,17.35,0.7833333333333333,56.07453703703703,0.0,0.08333333333333333,0.06666666666666667,1.6333333333333333,0.0,7.5166666666666675,4.233333333333333,0.7333333333333334,0.6000000000000001,10.0,6.846824652777777
A. Traustason,Midfielder,60.36,0.84,0.19999999999999998,0.2,0.04,7.5600000000000005,0.5800000000000001,62.03387473920001,0.0,0.0,0.0,0.38,0.0,3.84,1.76,1.2200000000000002,0.39999999999999997,4.0,5.532858239701811
