player_name,player_position,minutes_played,attempted_shots,shots_on_goal,goals,assists,total_passes,key_passes,pass_completion,saves,tackles,blocks,interceptions,conceded_goals,total_duels,won_duels,attempted_dribbles,successful_dribbles,cards,rating
S. Ilsanker,Midfielder,69.02083333333334,0.20833333333333334,0.08333333333333333,0.0,0.0,27.104166666666668,0.25,64.40594821506076,0.0,0.10416666666666667,0.0,1.9791666666666667,0.0,8.0,4.583333333333333,0.33333333333333337,0.20833333333333331,10.0,6.785748743127894
H. Lindner,Goalkeeper,73.33333333333333,0.0,0.0,0.0,0.0,9.333333333333334,0.0,30.222222222222218,2.3333333333333335,0.0,0.0,0.0,1.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,5.866666666666665
L. Hinterseer,Attacker,32.333333333333336,0.5555555555555556,0.2222222222222222,0.08333333333333333,0.027777777777777776,5.138888888888888,0.3611111111111111,58.77902779894663,0.0,0.0,0.0,0.25,0.0,6.611111111111111,2.6666666666666665,0.6944444444444444,0.25,2.0,6.467228177011889
M. Sabitzer,Midfielder,70.39999999999999,1.8,0.7333333333333333,0.22222222222222224,0.08888888888888889,18.200000000000003,0.9333333333333333,56.696020484682215,0.0,0.044444444444444446,0.022222222222222223,0.7999999999999999,0.0,5.822222222222222,2.6,1.0666666666666667,0.5333333333333333,3.0,6.762453699131229
J. Jantscher,Attacker,58.093023255813954,0.9069767441860465,0.32558139534883723,0.11627906976744186,0.0,11.790697674418604,0.813953488372093,68.69876535230782,0.0,0.0,0.0,0.4418604651162791,0.0,3.604651162790698,1.232558139534884,0.7209302325581395,0.3023255813953488,3.0232558139534884,6.151529160939987
M. Arnautović,Attacker,84.71698113207549,1.2641509433962264,0.4150943396226415,0.20754716981132076,0.09433962264150944,14.415094339622641,0.9811320754716981,60.46180657427602,0.0,0.660377358490566,0.03773584905660377,0.5094339622641509,0.0,7.0,2.849056603773585,2.226415094339623,1.2641509433962264,9.018867924528301,6.368024453708209
A. Dragović,Defender,79.06818181818181,0.20454545454545456,0.09090909090909091,0.0,0.022727272727272728,22.931818181818183,0.09090909090909091,62.89517315167245,0.0,0.0,0.045454545454545456,1.1363636363636362,0.0,4.090909090909092,2.272727272727273,0.022727272727272728,0.022727272727272728,8.0,6.025119904578556
K. Wimmer,Defender,63.92307692307692,0.0,0.0,0.0,0.0,28.769230769230766,0.23076923076923078,70.28430377087638,0.0,0.23076923076923078,0.07692307692307693,0.38461538461538464,0.0,3.076923076923077,2.076923076923077,0.07692307692307693,0.07692307692307693,4.0,5.705682574139561
D. Alaba,Defender,79.57352941176471,0.8088235294117646,0.27941176470588236,0.16176470588235295,0.10294117647058823,36.39705882352941,0.823529411764706,77.0545177377733,0.0,0.04411764705882353,0.014705882352941176,1.2058823529411764,0.0,3.955882352941176,1.8970588235294117,0.6176470588235293,0.27941176470588236,2.0,6.79332331388562
A. Schöpf,Midfielder,57.32692307692307,0.8076923076923077,0.36538461538461536,0.2115384615384615,0.057692307692307696,18.826923076923077,0.7307692307692308,72.37369139736002,0.0,0.0,0.0,1.5384615384615385,0.0,9.03846153846154,3.75,2.4807692307692304,0.8076923076923077,8.0,6.671492827719616
