player_name,player_position,minutes_played,attempted_shots,shots_on_goal,goals,assists,total_passes,key_passes,pass_completion,saves,tackles,blocks,interceptions,conceded_goals,total_duels,won_duels,attempted_dribbles,successful_dribbles,cards,rating,league
N. Füllkrug,Attacker,76.65714285714286,2.7714285714285714,1.1428571428571428,0.5428571428571428,0.17142857142857143,25.02857142857143,1.5142857142857142,16.751020408163264,0.0,0.22857142857142856,0.08571428571428572,0.05714285714285714,0.0,13.399999999999999,6.542857142857143,1.4,0.8571428571428571,0.08571428571428572,7.388265306122449,2. Bundesliga
K. Havertz,Midfielder,68.04,1.38,0.8,0.30000000000000004,0.08,20.06,0.7400000000000001,18.678600345599996,0.0,0.4600000000000001,0.02,0.16,0.0,7.4799999999999995,2.8600000000000003,1.3399999999999999,0.54,0.15999999999999998,6.761863290897562,Premier League
D. Raum,Defender,84.73809523809524,0.4761904761904762,0.21428571428571427,0.07142857142857142,0.30952380952380953,40.57142857142857,2.4285714285714284,33.19047619047619,0.0,1.5000000000000002,0.14285714285714285,0.8571428571428571,0.0,8.333333333333334,4.095238095238095,1.8571428571428572,0.9047619047619047,0.16666666666666666,7.225714261904761,Bundesliga
L. Klostermann,Defender,73.05263157894737,0.15789473684210525,0.05263157894736842,0.0,0.05263157894736842,43.81578947368421,0.21052631578947367,38.729916897506925,0.0,1.3947368421052633,0.23684210526315788,1.131578947368421,0.0,4.184210526315789,2.6052631578947367,0.39473684210526316,0.18421052631578946,0.05263157894736842,6.808794743767313,Bundesliga
M. Ginter,Defender,85.0909090909091,0.8181818181818182,0.4545454545454546,0.030303030303030304,0.0,56.60606060606061,0.5454545454545454,51.13406795224978,0.0,1.1515151515151514,0.30303030303030304,1.121212121212121,0.0,7.1818181818181825,4.878787878787879,0.33333333333333337,0.21212121212121213,0.06060606060606061,6.946553039485767,Bundesliga
Y. Moukoko,Attacker,18.916666666666668,0.4166666666666667,0.125,0.125,0.0,2.3333333333333335,0.125,2.2135416666666665,0.0,0.041666666666666664,0.0,0.16666666666666666,0.0,1.7083333333333333,0.2916666666666667,0.5416666666666667,0.041666666666666664,0.08333333333333333,5.710358796296296,Bundesliga
N. Süle,Defender,65.28205128205128,0.3333333333333333,0.15384615384615385,0.02564102564102564,0.05128205128205128,57.38461538461539,0.358974358974359,55.85272846811308,0.0,0.9487179487179488,0.33333333333333337,0.8974358974358975,0.0,3.9230769230769234,2.4871794871794872,0.41025641025641024,0.23076923076923075,0.05128205128205128,7.008547008547008,Bundesliga
N. Schlotterbeck,Defender,90.18367346938774,0.7959183673469388,0.3673469387755102,0.12244897959183673,0.02040816326530612,52.95918367346938,0.30612244897959184,52.857142857142854,0.0,2.020408163265306,0.8367346938775511,1.6326530612244896,0.0,10.183673469387756,6.857142857142858,0.8775510204081634,0.6122448979591837,0.16326530612244897,7.354285673469388,Bundesliga
J. Musiala,Attacker,48.88372093023255,0.9069767441860466,0.5348837209302325,0.20930232558139533,0.11627906976744186,20.581395348837205,0.813953488372093,18.34748498084563,0.0,1.255813953488372,0.0,0.6744186046511628,0.0,7.813953488372093,3.7906976744186047,3.116279069767442,1.7441860465116277,0.046511627906976744,6.901056854025725,Bundesliga
T. Müller,Attacker,79.54347826086956,1.2826086956521738,0.8260869565217391,0.2826086956521739,0.4782608695652174,38.76086956521739,2.369565217391304,30.986767485822305,0.0,0.9782608695652174,0.06521739130434782,0.3913043478260869,0.0,6.934782608695652,2.891304347826087,0.6956521739130435,0.43478260869565216,0.0,7.295274102079396,Bundesliga
L. Sané,Attacker,66.57446808510639,2.0638297872340425,1.0,0.3191489361702127,0.2978723404255319,29.78723404255319,1.5744680851063828,26.097338739970912,0.0,0.9361702127659574,0.0,0.3404255319148936,0.0,7.851063829787234,3.6808510638297873,3.4680851063829783,2.0,0.0851063829787234,7.165441183552778,Bundesliga
S. Gnabry,Attacker,60.0,1.4166666666666667,0.8333333333333334,0.375,0.125,31.104166666666668,1.2708333333333333,28.030960648148152,0.0,1.2083333333333333,0.041666666666666664,0.375,0.0,6.8125,3.4375,2.5833333333333335,1.5833333333333335,0.0,7.249619592737268,Bundesliga
L. Goretzka,Midfielder,73.48148148148148,1.7777777777777777,0.5925925925925926,0.1111111111111111,0.1111111111111111,44.51851851851852,1.3333333333333333,38.984910836762694,0.0,1.3703703703703702,0.1111111111111111,0.925925925925926,0.0,7.0,3.8518518518518516,0.6666666666666667,0.4444444444444444,0.0,7.2054861618655694,Bundesliga
J. Kimmich,Midfielder,87.4,0.65,0.3,0.075,0.275,77.775,2.825,71.925,0.0,1.5499999999999998,0.2,1.775,0.0,8.075,4.375,1.1749999999999998,0.6,0.125,7.735874579999998,Bundesliga
M. Neuer,Goalkeeper,89.775,0.0,0.0,0.0,0.025,36.2,0.05,32.47125,1.975,0.05,0.0,0.0,0.925,0.30000000000000004,0.225,0.0,0.0,0.0,6.859124816249999,Bundesliga
M. Götze,Midfielder,77.79629629629629,0.6666666666666667,0.48148148148148145,0.2222222222222222,0.2037037037037037,48.7037037037037,1.9074074074074074,45.60390946502058,0.0,1.2407407407407407,0.037037037037037035,0.2962962962962963,0.0,8.222222222222221,3.8333333333333335,1.8888888888888888,0.8703703703703703,0.14814814814814814,7.1250231244855975,Eredivisie
