player_name,player_position,minutes_played,attempted_shots,shots_on_goal,goals,assists,total_passes,key_passes,pass_completion,saves,tackles,blocks,interceptions,conceded_goals,total_duels,won_duels,attempted_dribbles,successful_dribbles,cards,rating
B. El Khannouss,Midfielder,66.60869565217392,0.6521739130434783,0.2826086956521739,0.021739130434782608,0.08695652173913043,27.630434782608695,0.717391304347826,24.321361058601134,0.0,0.9565217391304348,0.13043478260869565,0.17391304347826086,0.0,6.065217391304348,2.8695652173913047,1.2391304347826086,0.717391304347826,4.0,6.2134994858223065
N. Aguerd,Defender,88.97727272727273,0.38636363636363635,0.09090909090909091,0.06818181818181818,0.0,33.38636363636363,0.22727272727272727,32.15420736288505,0.0,1.1136363636363635,0.818181818181818,0.6818181818181819,0.0,5.295454545454546,3.318181818181818,0.2272727272727273,0.20454545454545453,7.0,6.510114350864012
H. Ziyech,Midfielder,52.611111111111114,0.6666666666666666,0.2777777777777778,0.05555555555555555,0.1111111111111111,18.944444444444446,0.7222222222222222,16.178112139917697,0.0,0.9444444444444445,0.027777777777777776,0.4722222222222222,0.0,5.944444444444445,2.5555555555555554,1.8888888888888888,0.8611111111111112,3.0,6.6327118775720155
M. Mohamedi,Goalkeeper,89.51851851851852,0.0,0.0,0.0,0.0,20.962962962962962,0.0,15.5982319768328,2.4074074074074074,0.0,0.0,0.0,1.037037037037037,0.37037037037037035,0.2962962962962963,0.0,0.0,1.0,6.73305872885231
A. Dari,Defender,74.56,0.24000000000000002,0.16,0.08,0.0,36.599999999999994,0.04,32.0112,0.0,0.96,0.56,1.12,0.0,5.68,3.3200000000000003,0.08,0.04,2.0,6.6916793087999995
S. Amrabat,Midfielder,75.1159420289855,0.24637681159420288,0.08695652173913043,0.0,0.014492753623188406,42.15942028985507,0.42028985507246375,44.927587142628305,0.0,1.2463768115942029,0.10144927536231883,0.6666666666666667,0.0,5.536231884057971,2.608695652173913,0.4347826086956522,0.2753623188405797,19.0,6.669455114677379
I. Chair,Midfielder,76.09999999999998,1.24,0.6,0.12000000000000001,0.18,28.020000000000003,1.84,27.065667200000004,0.0,0.66,0.02,0.38,0.0,5.96,2.44,2.36,1.1800000000000002,3.0,7.0095870324480005
A. Zaroury,Attacker,64.04347826086958,1.108695652173913,0.5434782608695652,0.28260869565217395,0.13043478260869565,19.478260869565215,0.9782608695652173,14.504253308128543,0.0,0.5652173913043478,0.021739130434782608,0.19565217391304346,0.0,5.869565217391304,2.608695652173913,2.608695652173913,1.3695652173913047,1.0,7.01052004442344
Z. Aboukhlal,Attacker,60.2156862745098,1.4705882352941175,0.8431372549019608,0.3137254901960784,0.09803921568627451,16.745098039215684,0.5882352941176471,13.398330958681049,0.0,0.7843137254901962,0.0196078431372549,0.45098039215686275,0.0,7.686274509803921,3.2941176470588234,2.411764705882353,1.0980392156862746,5.0,6.707794996946876
A. Ounahi,Midfielder,61.41666666666666,0.9166666666666667,0.3611111111111111,0.08333333333333333,0.0,41.77777777777777,1.1111111111111112,31.531207133058984,0.0,1.361111111111111,0.027777777777777776,1.027777777777778,0.0,10.61111111111111,5.805555555555555,4.166666666666666,2.444444444444444,2.0,6.639951925582991
A. Harit,Midfielder,52.684210526315795,0.6842105263157894,0.42105263157894735,0.05263157894736842,0.10526315789473684,23.57894736842105,1.526315789473684,23.401662049861493,0.0,0.3684210526315789,0.10526315789473684,0.3684210526315789,0.0,7.105263157894736,3.105263157894737,2.473684210526316,1.263157894736842,2.0,6.837672886426592
A. Hakimi,Defender,75.42372881355934,0.3728813559322034,0.2033898305084746,0.11864406779661016,0.10169491525423728,35.76271186440678,0.7457627118644068,38.43140787833258,0.0,1.5932203389830508,0.05084745762711865,0.5932203389830509,0.0,6.627118644067796,3.1864406779661016,1.5593220338983051,0.6440677966101696,8.016949152542374,6.31321907419033
N. Mazraoui,Defender,64.08571428571429,0.37142857142857144,0.14285714285714285,0.02857142857142857,0.11428571428571428,33.8,0.6571428571428571,32.71678134110787,0.0,1.7142857142857144,0.11428571428571428,0.4285714285714286,0.0,6.514285714285713,3.742857142857143,1.1428571428571428,0.7999999999999999,2.0,6.782942006017492
W. Cheddira,Attacker,75.8809523809524,2.095238095238095,1.1666666666666665,0.5238095238095238,0.11904761904761904,14.119047619047619,1.0,10.60090702947846,0.0,0.6428571428571429,0.07142857142857142,0.0,0.0,9.380952380952381,4.309523809523809,1.7619047619047619,0.8571428571428572,4.0,7.142296507936508
A. Tagnaouti,Goalkeeper,91.11111111111111,0.0,0.0,0.0,0.0,3.6296296296296298,0.0,3.49519890260631,0.48148148148148145,0.0,0.0,0.0,0.037037037037037035,0.037037037037037035,0.037037037037037035,0.0,0.0,4.037037037037037,1.996296296296296
Y. Jabrane,Midfielder,83.00000000000001,0.10869565217391304,0.021739130434782608,0.15217391304347827,0.021739130434782608,12.391304347826088,0.17391304347826086,15.990466014629737,0.0,0.5869565217391305,0.08695652173913043,0.32608695652173914,0.0,2.4347826086956523,1.326086956521739,0.1956521739130435,0.17391304347826086,12.0,2.6295750801347912
B. Benoun,Defender,76.73913043478261,0.0,0.0,0.21739130434782608,0.0,0.9565217391304348,0.0,2.7391304347826084,0.0,0.0,0.0,0.043478260869565216,0.0,0.17391304347826086,0.0,0.0,0.0,3.0,0.808695652173913
S. Boufal,Attacker,63.275,0.575,0.325,0.25,0.075,14.049999999999999,0.775,14.254500000000002,0.0,0.625,0.0,0.175,0.0,6.025,2.8,2.4,1.225,8.0,4.508549871
