player_name,player_id,player_position,minutes_played,attempted_shots,shots_on_goal,goals,assists,total_passes,key_passes,pass_completion,saves,tackles,blocks,interceptions,conceded_goals,total_duels,won_duels,attempted_dribbles,successful_dribbles,cards,rating,league
K. Lafferty,1759,Attacker,78.33333333333333,0.0,0.0,0.42857142857142855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19047619047619047,0.0,Championship
S. Davis,1749,Midfielder,70.97142857142858,0.22857142857142856,0.05714285714285714,0.02857142857142857,0.02857142857142857,38.0,0.6,41.95327495448324,0.0,0.8571428571428571,0.02857142857142857,0.4857142857142857,0.0,3.314285714285714,1.6285714285714286,0.45714285714285713,0.11428571428571428,0.02857142857142857,6.282677878816263,Premiership
S. Ferguson,19637,Midfielder,58.68181818181818,0.2954545454545454,0.1590909090909091,0.045454545454545456,0.09090909090909091,13.659090909090908,1.2727272727272727,11.132231404958679,0.0,0.5454545454545454,0.06818181818181818,0.25,0.0,2.681818181818182,1.4545454545454544,0.4772727272727273,0.25,0.06818181818181818,6.937190082644628,League One
C. Evans,19479,Midfielder,70.26829268292684,0.6097560975609756,0.2682926829268293,0.04878048780487805,0.04878048780487805,33.12195121951219,0.3170731707317073,26.87424732664935,0.0,1.3170731707317074,0.2682926829268293,1.292682926829268,0.0,5.7317073170731705,2.902439024390244,0.34146341463414637,0.2682926829268293,0.2682926829268293,6.815820961274503,League One
T. Flanagan,19887,Defender,86.86046511627907,0.32558139534883723,0.23255813953488372,0.046511627906976744,0.0,22.83720930232558,0.09302325581395349,22.718603393411907,0.0,0.7906976744186046,0.4186046511627907,0.3953488372093023,0.0,4.372093023255814,2.3488372093023253,0.09302325581395349,0.046511627906976744,0.23255813953488375,6.791578411762488,League One
J. Magennis,19715,Attacker,71.575,0.7250000000000001,0.4,0.125,0.025,11.850000000000001,0.5,7.47388359375,0.0,0.225,0.07500000000000001,0.1,0.0,10.375,4.1,0.3,0.15,0.07500000000000001,6.704431695691406,Championship
S. Lavery,45324,Attacker,54.82222222222222,0.8666666666666667,0.5111111111111111,0.22222222222222224,0.022222222222222223,6.466666666666667,0.3333333333333333,4.152369683483208,0.0,0.9555555555555555,0.06666666666666667,0.06666666666666667,0.0,8.266666666666666,2.8000000000000003,1.2000000000000002,0.4,0.06666666666666667,6.577961141216212,Championship
D. Charles,82483,Attacker,70.6388888888889,0.33333333333333337,0.05555555555555555,0.25,0.0,4.888888888888889,0.25,6.790123456790122,0.0,0.3333333333333333,0.1388888888888889,0.1111111111111111,0.0,5.111111111111111,2.0833333333333335,1.0,0.3055555555555556,0.1111111111111111,6.369855370370369,League One
N. McGinn,44817,Attacker,46.90625,0.1875,0.0,0.09375,0.0,5.25,0.1875,6.673730850219727,0.0,0.0625,0.0,0.0,0.0,0.75,0.25,0.0625,0.0,0.0,6.197035789489746,Premiership
B. Spencer,200116,Defender,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FA Youth Cup
B. Peacock-Farrell,19115,Goalkeeper,89.99999999999999,0.0,0.0,0.0,0.0,26.75510204081633,0.061224489795918366,17.057943543931525,2.3469387755102042,0.0,0.0,0.0,0.9795918367346939,0.30612244897959184,0.2653061224489796,0.0,0.0,0.04081632653061224,6.89657501763721,League One
S. Charles,284356,Midfielder,80.42105263157895,0.0,0.0,0.02631578947368421,0.0,2.210526315789474,0.02631578947368421,4.952616999562618,0.0,0.0,0.02631578947368421,0.13157894736842105,0.0,0.07894736842105263,0.02631578947368421,0.02631578947368421,0.0,0.3157894736842105,0.45764688730135583,Premier League 2 Division One
J. Lewis,19076,Defender,54.875,0.0,0.0,0.0,0.0,15.375,0.375,15.3125,0.0,1.125,0.25,0.375,0.0,4.75,2.25,0.875,0.375,0.125,6.09375,Premier League
J. Evans,18772,Defender,78.07407407407408,0.2222222222222222,0.1111111111111111,0.07407407407407407,0.037037037037037035,63.2962962962963,0.25925925925925924,54.48148148148148,0.0,1.3333333333333335,0.7407407407407407,1.1111111111111112,0.0,6.777777777777778,4.407407407407407,0.1111111111111111,0.07407407407407407,0.1111111111111111,7.051415925925927,Premier League
C. Bradley,180317,Defender,74.65714285714286,0.02857142857142857,0.02857142857142857,0.08571428571428572,0.02857142857142857,6.628571428571428,0.14285714285714285,6.99990211697507,0.0,0.2,0.02857142857142857,0.05714285714285714,0.0,0.8857142857142858,0.4,0.2571428571428571,0.05714285714285714,0.2285714285714286,1.0256541069792346,Premier League 2 Division One
P. McNair,19242,Defender,88.62,0.46,0.24,0.1,0.06,46.36,0.62,39.830400000000004,0.0,1.6800000000000002,0.24,1.06,0.0,8.74,5.66,0.64,0.36000000000000004,0.26,7.030799524799999,Championship
T. Hume,119121,Defender,87.18518518518518,0.0,0.0,0.1111111111111111,0.0,4.777777777777778,0.07407407407407407,6.492099471796391,0.0,0.37037037037037035,0.0,0.07407407407407407,0.0,1.2592592592592593,0.8888888888888888,0.2222222222222222,0.14814814814814814,0.1111111111111111,1.5457378149015344,Premiership
D. Ballard,55904,Defender,83.22857142857143,0.4857142857142857,0.22857142857142856,0.02857142857142857,0.0,38.885714285714286,0.37142857142857144,28.542857142857137,0.0,1.7714285714285714,0.5428571428571428,1.4857142857142855,0.0,10.457142857142857,6.685714285714286,0.2285714285714286,0.14285714285714285,0.2,6.931836432653061,Championship
