player_name,player_id,player_position,minutes_played,attempted_shots,shots_on_goal,goals,assists,total_passes,key_passes,pass_completion,saves,tackles,blocks,interceptions,conceded_goals,total_duels,won_duels,attempted_dribbles,successful_dribbles,cards,rating,league
C. Keșerü,1074,Attacker,65.3125,0.5,0.28125,0.5625,0.0,3.28125,0.1875,26.296875,0.0,0.0,0.03125,0.03125,0.0,0.0,0.0,0.25,0.15625,0.125,2.83593737109375,First League
G. Iancu,43283,Attacker,83.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,Liga I
M. Bălașa,43011,Defender,74.92857142857142,0.0,0.0,0.10714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35714285714285715,0.0,Liga I
C. Ganea,47126,Defender,81.4,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,Liga I
C. Manea,42986,Defender,88.9047619047619,0.0,0.0,0.0,0.0,0.8571428571428571,0.0,5.7641723356009065,0.0,0.2857142857142857,0.09523809523809523,0.19047619047619047,0.0,0.0,0.0,0.047619047619047616,0.0,0.047619047619047616,0.9981859410430838,UEFA U21 Championship
S. Hanca,40504,Defender,88.04878048780489,0.0,0.0,0.21951219512195122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2682926829268293,0.0,Ekstraklasa
C. Deac,42993,Midfielder,82.17073170731707,0.46341463414634143,0.21951219512195122,0.4390243902439025,0.07317073170731707,3.902439024390244,0.4146341463414634,27.902439024390244,0.0,0.5121951219512195,0.024390243902439025,0.2195121951219512,0.0,0.0,0.0,0.36585365853658536,0.07317073170731708,0.17073170731707316,2.7121951219512193,Liga I
M. Camora,42985,Defender,89.3111111111111,0.13333333333333333,0.044444444444444446,0.044444444444444446,0.0,4.533333333333333,0.13333333333333333,20.8,0.0,0.22222222222222224,0.08888888888888889,0.3111111111111111,0.0,0.0,0.0,0.26666666666666666,0.13333333333333333,0.06666666666666667,2.491111111111111,Liga I
V. Mogoș,31608,Defender,65.17241379310344,1.2758620689655173,0.5862068965517241,0.10344827586206896,0.034482758620689655,15.068965517241379,0.8275862068965517,71.22948870392389,0.0,0.5172413793103449,0.2413793103448276,0.41379310344827586,0.0,2.3793103448275863,1.2413793103448276,0.7241379310344828,0.3448275862068966,0.06896551724137931,6.782630202140309,Serie B
D. Grigore,1059,Defender,80.96296296296296,0.037037037037037035,0.0,0.0,0.0,7.7407407407407405,0.0,25.185185185185183,0.0,0.07407407407407407,0.14814814814814814,0.5925925925925926,0.0,0.0,0.0,0.037037037037037035,0.037037037037037035,0.25925925925925924,2.0,First League
D. Nistor,43192,Midfielder,85.90625,0.0,0.0,0.3125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,Liga I
I. Cristea,43014,Defender,84.5,0.0,0.0,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2894736842105263,0.0,Liga I
A. Mitriță,50867,Attacker,73.15151515151516,2.6363636363636362,1.0,0.3939393939393939,0.06060606060606061,17.03030303030303,0.8181818181818182,74.50538442273978,0.0,0.36363636363636365,0.0,0.15151515151515152,0.0,3.6666666666666665,1.8484848484848484,2.878787878787879,1.878787878787879,0.09090909090909091,7.095750755488772,Major League Soccer
A. Crețu,104553,Midfielder,80.6,0.0,0.0,0.05714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3142857142857143,0.0,1. SNL
N. Bancu,43048,Defender,81.65,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.325,0.0,Liga I
A. Cicâldău,43050,Midfielder,87.47169811320757,0.0,0.0,0.33962264150943394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20754716981132074,0.0,Liga I
E. Bicfalvi,53633,Attacker,81.0,2.3333333333333335,0.9629629629629629,0.2962962962962963,0.037037037037037035,18.444444444444443,0.9259259259259259,70.90260631001371,0.0,0.8888888888888888,0.2962962962962963,0.4074074074074074,0.0,5.333333333333333,2.1481481481481484,1.4074074074074074,0.4444444444444444,0.14814814814814814,6.860141728395061,Premier League
A. Băluță,1238,Midfielder,76.84615384615385,0.0,0.0,0.19230769230769232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3846153846153846,0.0,Czech Liga
V. Chiricheș,315,Defender,72.54545454545455,0.36363636363636365,0.0,0.0,0.0,81.45454545454545,0.0,87.99173553719008,0.0,2.3636363636363638,1.4545454545454546,1.8181818181818181,0.0,6.7272727272727275,4.363636363636363,1.0909090909090908,1.0909090909090908,0.0,6.607437694214876,Serie A
V. Crețu,43153,Defender,86.42105263157893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3157894736842105,0.0,Liga I
F. Tănase,43038,Midfielder,83.37209302325581,0.0,0.0,0.2558139534883721,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2558139534883721,0.0,Liga I
A. Burcă,43204,Defender,84.47368421052632,0.10526315789473684,0.02631578947368421,0.10526315789473684,0.0,3.578947368421052,0.0,25.684210526315788,0.0,0.21052631578947367,0.15789473684210525,0.42105263157894735,0.0,0.0,0.0,0.10526315789473684,0.05263157894736842,0.15789473684210525,2.871052631578947,Liga I
A. Toșca,2366,Defender,90.0,0.05555555555555555,0.05555555555555555,0.0,0.0,29.833333333333332,0.3055555555555556,78.75617283950618,0.0,0.6944444444444444,0.4166666666666667,0.9166666666666666,0.0,1.0277777777777777,0.5833333333333334,0.027777777777777776,0.027777777777777776,0.027777777777777776,6.6232445987654325,Süper Lig
D. Alibec,43119,Attacker,81.19230769230768,0.0,0.0,0.5384615384615384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38461538461538464,0.0,Liga I
F. Coman,43033,Attacker,74.36538461538461,0.0,0.0,0.34615384615384615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21153846153846156,0.0,Liga I
