match_nr,home/away,player_name,player_position,minutes_played,attempted_shots,shots_on_goal,goals,assists,total_passes,key_passes,pass_completion,saves,tackles,blocks,interceptions,conceded_goals,total_duels,won_duels,attempted_dribbles,successful_dribbles,cards,game_won,game_result,rating,id,team,season
0,away,puffer_player,puffer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,lost,3-1,0,,Switzerland,2018
0,away,puffer_player,puffer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,lost,3-1,0,,Switzerland,2018
1,home,J. Cillessen,G,120,0,0,0,0,15,0,51%,2,0,0,0,1,0,0,0,0,0,won,3-1,6.5,124.0,Netherlands,2018
1,home,D. Dumfries,D,120,0,0,0,0,29,0,63%,0,1,1,2,0,22,11,5,3,1,won,3-1,6.5,226.0,Netherlands,2018
1,home,M. de Ligt,D,120,2,1,1,0,54,1,93%,0,2,1,1,0,15,11,0,0,1,won,3-1,7.5,532.0,Netherlands,2018
1,home,V. van Dijk,D,120,3,2,0,0,74,0,96%,0,0,0,1,0,10,8,0,0,0,won,3-1,7.5,290.0,Netherlands,2018
1,home,D. Blind,D,120,1,0,0,0,56,1,84%,0,0,0,0,0,9,5,0,0,0,won,3-1,6.6,531.0,Netherlands,2018
1,home,M. de Roon,M,68,2,1,0,0,58,2,93%,0,1,0,1,0,6,2,0,0,0,won,3-1,7.0,30432.0,Netherlands,2018
1,home,F. de Jong,M,114,0,0,0,0,101,2,96%,0,3,1,3,0,14,10,1,1,0,won,3-1,7.6,538.0,Netherlands,2018
1,home,S. Bergwijn,M,90,2,1,0,0,27,3,87%,0,0,0,3,0,7,5,6,5,0,won,3-1,7.7,244.0,Netherlands,2018
1,home,G. Wijnaldum,M,120,2,1,0,0,37,1,84%,0,1,0,0,0,10,4,1,1,0,won,3-1,6.7,300.0,Netherlands,2018
1,home,R. Babel,M,68,1,1,0,0,35,2,89%,0,0,0,1,0,3,0,1,0,0,won,3-1,6.9,19034.0,Netherlands,2018
1,home,M. Depay,F,120,10,6,0,2,34,6,77%,0,1,0,0,0,11,1,2,0,0,won,3-1,7.9,667.0,Netherlands,2018
1,home,K. Strootman,M,6,0,0,0,0,4,0,100%,0,0,1,0,0,0,0,0,0,0,won,3-1,–,1916.0,Netherlands,2018
1,home,D. Pröpper,M,30,0,0,0,0,11,0,84%,0,0,0,1,0,2,2,1,1,0,won,3-1,6.6,18975.0,Netherlands,2018
1,home,D. van de Beek,M,52,3,0,0,0,11,0,73%,0,0,0,1,0,2,0,0,0,1,won,3-1,6.2,547.0,Netherlands,2018
1,home,Q. Promes,F,52,3,1,1,0,22,1,84%,0,0,0,0,0,5,1,1,1,0,won,3-1,7.9,2062.0,Netherlands,2018
1,home,puffer_player,puffer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,won,3-1,0,,Netherlands,2018
1,home,puffer_player,puffer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,won,3-1,0,,Netherlands,2018
1,home,puffer_player,puffer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,won,3-1,0,,Netherlands,2018
1,home,puffer_player,puffer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,won,3-1,0,,Netherlands,2018
1,home,puffer_player,puffer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,won,3-1,0,,Netherlands,2018
1,home,puffer_player,puffer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,won,3-1,0,,Netherlands,2018
1,home,puffer_player,puffer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,won,3-1,0,,Netherlands,2018
1,home,puffer_player,puffer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,won,3-1,0,,Netherlands,2018
1,home,puffer_player,puffer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,won,3-1,0,,Netherlands,2018
1,home,puffer_player,puffer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,won,3-1,0,,Netherlands,2018
1,home,puffer_player,puffer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,won,3-1,0,,Netherlands,2018
1,away,J. Pickford,G,120,0,0,0,0,23,0,57%,10,0,0,0,3,1,1,0,0,0,lost,3-1,8.0,2932.0,England,2018
1,away,K. Walker,D,120,0,0,0,0,36,0,78%,0,1,0,3,0,11,7,1,1,0,lost,3-1,6.0,627.0,England,2018
1,away,J. Stones,D,120,1,0,0,0,70,0,93%,0,1,4,0,0,3,2,0,0,0,lost,3-1,6.9,626.0,England,2018
1,away,H. Maguire,D,120,1,0,0,0,75,1,89%,0,0,1,2,0,6,3,0,0,0,lost,3-1,6.3,2935.0,England,2018
1,away,B. Chilwell,D,120,0,0,0,0,52,2,74%,0,1,0,3,0,14,8,1,1,0,lost,3-1,6.3,2933.0,England,2018
1,away,F. Delph,M,77,2,1,0,0,22,1,91%,0,3,0,4,0,9,5,2,1,0,lost,3-1,7.2,630.0,England,2018
1,away,D. Rice,M,105,0,0,0,0,52,1,96%,0,2,1,4,0,9,3,1,0,0,lost,3-1,6.9,2937.0,England,2018
1,away,R. Barkley,M,120,1,0,0,0,52,3,89%,0,1,1,0,0,13,9,4,3,0,lost,3-1,6.7,2287.0,England,2018
1,away,R. Sterling,F,120,1,0,0,0,16,1,80%,0,0,0,1,0,11,4,2,1,0,lost,3-1,6.9,645.0,England,2018
1,away,M. Rashford,F,45,1,1,1,0,7,0,100%,0,0,0,1,0,7,3,2,0,0,lost,3-1,7.3,909.0,England,2018
1,away,J. Sancho,F,61,1,1,0,0,10,0,76%,0,0,0,0,0,4,2,2,1,0,lost,3-1,6.5,18.0,England,2018
1,away,J. Lingard,M,59,2,0,0,0,19,1,86%,0,0,0,0,0,5,2,0,0,0,lost,3-1,6.5,900.0,England,2018
1,away,J. Henderson,M,43,0,0,0,0,33,0,89%,0,1,0,0,0,5,2,1,1,0,lost,3-1,6.5,292.0,England,2018
1,away,D. Alli,M,15,0,0,0,0,7,0,100%,0,0,0,0,0,6,2,3,1,0,lost,3-1,6.0,172.0,England,2018
1,away,H. Kane,F,75,3,0,0,0,13,0,81%,0,0,2,0,0,12,3,3,2,1,lost,3-1,7.5,184.0,England,2018
1,away,puffer_player,puffer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,lost,3-1,0,,England,2018
1,away,puffer_player,puffer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,lost,3-1,0,,England,2018
1,away,puffer_player,puffer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,lost,3-1,0,,England,2018
1,away,puffer_player,puffer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,lost,3-1,0,,England,2018
1,away,puffer_player,puffer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,lost,3-1,0,,England,2018
1,away,puffer_player,puffer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,lost,3-1,0,,England,2018
1,away,puffer_player,puffer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,lost,3-1,0,,England,2018
1,away,puffer_player,puffer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,lost,3-1,0,,England,2018
1,away,puffer_player,puffer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,lost,3-1,0,,England,2018
1,away,puffer_player,puffer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,lost,3-1,0,,England,2018
1,away,puffer_player,puffer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,lost,3-1,0,,England,2018
2,home,Y. Sommer,G,120,0,0,0,0,29,0,61%,6,0,0,0,0,1,1,0,0,0,draw,0-0,8.2,2802.0,Switzerland,2018
2,home,N. Elvedi,D,120,0,0,0,0,36,0,90%,0,1,1,4,0,6,4,0,0,0,draw,0-0,7.5,2803.0,Switzerland,2018
2,home,F. Schär,D,120,0,0,0,0,43,2,79%,0,1,1,2,0,10,5,0,0,0,draw,0-0,7.9,2806.0,Switzerland,2018
2,home,M. Akanji,D,120,0,0,0,0,50,0,78%,0,3,0,6,0,17,13,0,0,0,draw,0-0,7.9,5.0,Switzerland,2018
2,home,K. Mbabu,M,120,1,0,0,0,34,0,75%,0,4,0,2,0,16,9,2,2,0,draw,0-0,7.2,946.0,Switzerland,2018
2,home,E. Fernandes,M,61,0,0,0,0,25,0,92%,0,1,0,2,0,4,2,1,1,0,draw,0-0,6.9,30405.0,Switzerland,2018
2,home,G. Xhaka,M,120,3,1,0,0,44,2,88%,0,2,0,1,0,12,5,0,0,1,draw,0-0,7.5,1464.0,Switzerland,2018
2,home,R. Freuler,M,120,2,1,0,0,31,0,79%,0,1,0,0,0,8,2,0,0,0,draw,0-0,6.9,2807.0,Switzerland,2018
2,home,R. Rodríguez,M,87,0,0,0,0,34,2,75%,0,0,0,1,0,5,3,0,0,0,draw,0-0,6.9,1631.0,Switzerland,2018
2,home,X. Shaqiri,F,65,0,0,0,0,23,2,74%,0,0,0,0,0,6,1,1,1,0,draw,0-0,6.3,307.0,Switzerland,2018
2,home,H. Seferović,F,113,2,0,0,0,13,1,56%,0,1,0,0,0,8,2,0,0,0,draw,0-0,6.7,582.0,Switzerland,2018
2,home,D. Zakaria,M,59,0,0,0,0,11,0,78%,0,2,0,0,0,11,4,1,1,0,draw,0-0,6.6,2810.0,Switzerland,2018
2,home,S. Zuber,M,55,2,0,0,0,15,1,71%,0,0,0,0,0,5,2,0,0,0,draw,0-0,6.7,2811.0,Switzerland,2018
2,home,N. Okafor,M,7,0,0,0,0,4,0,100%,0,0,0,0,0,2,0,0,0,0,draw,0-0,–,48389.0,Switzerland,2018
2,home,J. Drmić,F,33,1,0,0,0,7,0,77%,0,1,0,0,0,8,2,1,0,0,draw,0-0,6.3,25643.0,Switzerland,2018
2,home,puffer_player,puffer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,draw,0-0,0,,Switzerland,2018
2,home,puffer_player,puffer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,draw,0-0,0,,Switzerland,2018
2,home,puffer_player,puffer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,draw,0-0,0,,Switzerland,2018
2,home,puffer_player,puffer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,draw,0-0,0,,Switzerland,2018
2,home,puffer_player,puffer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,draw,0-0,0,,Switzerland,2018
2,home,puffer_player,puffer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,draw,0-0,0,,Switzerland,2018
2,home,puffer_player,puffer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,draw,0-0,0,,Switzerland,2018
2,home,puffer_player,puffer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,draw,0-0,0,,Switzerland,2018
2,home,puffer_player,puffer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,draw,0-0,0,,Switzerland,2018
2,home,puffer_player,puffer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,draw,0-0,0,,Switzerland,2018
2,home,puffer_player,puffer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,draw,0-0,0,,Switzerland,2018
2,away,J. Pickford,G,120,0,0,0,0,35,0,87%,2,0,0,0,0,0,0,0,0,0,draw,0-0,8.0,2932.0,England,2018
2,away,T. Alexander-Arnold,D,120,1,0,0,0,59,7,74%,0,0,0,2,0,4,0,0,0,0,draw,0-0,8.2,283.0,England,2018
2,away,J. Gomez,D,120,0,0,0,0,78,0,95%,0,2,0,4,0,9,8,1,1,0,draw,0-0,8.0,284.0,England,2018
2,away,H. Maguire,D,120,0,0,0,0,86,0,87%,0,0,1,2,0,10,7,2,2,0,draw,0-0,7.6,2935.0,England,2018
2,away,D. Rose,D,70,0,0,0,0,34,0,82%,0,2,0,1,0,5,2,0,0,1,draw,0-0,6.7,167.0,England,2018
2,away,J. Lingard,M,105,0,0,0,0,59,2,93%,0,1,0,0,0,7,3,1,0,1,draw,0-0,7.2,900.0,England,2018
2,away,E. Dier,M,120,2,0,0,0,89,0,86%,0,1,0,2,0,10,9,0,0,0,draw,0-0,7.7,175.0,England,2018
2,away,F. Delph,M,105,0,0,0,0,64,0,90%,0,1,0,1,0,10,7,1,1,0,draw,0-0,7.3,630.0,England,2018
2,away,D. Alli,F,120,2,1,0,0,48,0,87%,0,2,0,0,0,20,10,3,1,0,draw,0-0,6.9,172.0,England,2018
2,away,H. Kane,F,75,1,1,0,0,16,1,88%,0,0,0,0,0,10,4,2,1,0,draw,0-0,7.3,184.0,England,2018
2,away,R. Sterling,F,120,6,3,0,0,38,0,84%,0,0,0,0,0,20,9,5,3,0,draw,0-0,6.3,645.0,England,2018
2,away,K. Walker,D,50,0,0,0,0,42,0,89%,0,0,2,1,0,3,2,1,0,0,draw,0-0,7.0,627.0,England,2018
2,away,R. Barkley,M,15,0,0,0,0,8,1,88%,0,1,0,0,0,4,2,1,1,0,draw,0-0,7.0,2287.0,England,2018
2,away,C. Wilson,F,45,1,0,0,0,3,0,60%,0,0,0,1,0,5,1,1,0,0,draw,0-0,6.5,2939.0,England,2018
2,away,J. Sancho,F,15,0,0,0,0,8,0,100%,0,0,0,0,0,2,0,1,0,0,draw,0-0,6.7,18.0,England,2018
2,away,puffer_player,puffer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,draw,0-0,0,,England,2018
2,away,puffer_player,puffer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,draw,0-0,0,,England,2018
2,away,puffer_player,puffer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,draw,0-0,0,,England,2018
2,away,puffer_player,puffer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,draw,0-0,0,,England,2018
2,away,puffer_player,puffer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,draw,0-0,0,,England,2018
2,away,puffer_player,puffer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,draw,0-0,0,,England,2018
2,away,puffer_player,puffer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,draw,0-0,0,,England,2018
2,away,puffer_player,puffer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,draw,0-0,0,,England,2018
2,away,puffer_player,puffer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,draw,0-0,0,,England,2018
2,away,puffer_player,puffer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,draw,0-0,0,,England,2018
2,away,puffer_player,puffer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,draw,0-0,0,,England,2018
3,home,Rui Patrício,G,90,0,0,0,0,18,0,66%,3,0,0,0,0,0,0,0,0,0,won,1-0,7.9,2674.0,Portugal,2018
3,home,Nélson Semedo,D,90,2,1,0,0,25,2,92%,0,0,0,1,0,10,5,2,0,0,won,1-0,7.0,130.0,Portugal,2018
3,home,José Fonte,D,90,2,1,0,0,28,0,75%,0,0,1,0,0,10,6,0,0,0,won,1-0,7.2,2675.0,Portugal,2018
3,home,Rúben Dias,D,90,0,0,0,0,42,0,89%,0,1,0,1,0,5,4,0,0,0,won,1-0,7.5,567.0,Portugal,2018
3,home,Raphaël Guerreiro,D,90,0,0,0,0,44,2,84%,0,0,0,2,0,5,4,2,2,0,won,1-0,7.7,8.0,Portugal,2018
3,home,Bruno Fernandes,M,81,6,3,0,0,33,3,76%,0,1,0,1,0,7,3,0,0,0,won,1-0,7.9,1485.0,Portugal,2018
3,home,Danilo Pereira,M,90,1,0,0,0,27,1,93%,0,3,0,1,0,5,3,0,0,0,won,1-0,7.0,381.0,Portugal,2018
3,home,William Carvalho,M,89,0,0,0,0,50,0,84%,0,1,0,0,0,11,6,0,0,0,won,1-0,6.6,1580.0,Portugal,2018
3,home,Bernardo Silva,F,90,0,0,0,1,33,5,89%,0,0,0,1,0,22,9,9,6,0,won,1-0,7.3,636.0,Portugal,2018
3,home,Cristiano Ronaldo,F,90,3,1,0,0,31,2,79%,0,0,0,0,0,14,5,2,2,0,won,1-0,6.9,874.0,Portugal,2018
3,home,Gonçalo Guedes,F,75,3,1,1,0,26,0,76%,0,0,0,0,0,11,5,1,0,0,won,1-0,7.2,925.0,Portugal,2018
3,home,Rúben Neves,M,1,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,won,1-0,–,2676.0,Portugal,2018
3,home,João Moutinho,M,9,1,0,0,0,2,0,50%,0,0,0,1,0,0,0,0,0,0,won,1-0,6.6,2677.0,Portugal,2018
3,home,Rafa,F,15,0,0,0,0,11,1,91%,0,0,0,0,0,3,3,2,2,0,won,1-0,6.9,573.0,Portugal,2018
3,home,puffer_player,puffer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,won,1-0,0,,Portugal,2018
3,home,puffer_player,puffer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,won,1-0,0,,Portugal,2018
3,home,puffer_player,puffer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,won,1-0,0,,Portugal,2018
3,home,puffer_player,puffer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,won,1-0,0,,Portugal,2018
3,home,puffer_player,puffer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,won,1-0,0,,Portugal,2018
3,home,puffer_player,puffer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,won,1-0,0,,Portugal,2018
3,home,puffer_player,puffer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,won,1-0,0,,Portugal,2018
3,home,puffer_player,puffer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,won,1-0,0,,Portugal,2018
3,home,puffer_player,puffer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,won,1-0,0,,Portugal,2018
3,home,puffer_player,puffer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,won,1-0,0,,Portugal,2018
3,home,puffer_player,puffer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,won,1-0,0,,Portugal,2018
3,home,puffer_player,puffer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,won,1-0,0,,Portugal,2018
3,away,J. Cillessen,G,90,0,0,0,0,12,0,75%,6,0,0,0,1,0,0,0,0,0,lost,1-0,7.5,124.0,Netherlands,2018
3,away,D. Dumfries,D,90,0,0,0,0,24,0,70%,0,0,0,1,0,12,4,1,1,1,lost,1-0,6.3,226.0,Netherlands,2018
3,away,M. de Ligt,D,90,0,0,0,0,55,0,90%,0,2,0,0,0,9,5,0,0,0,lost,1-0,6.6,532.0,Netherlands,2018
3,away,V. van Dijk,D,90,1,0,0,0,63,0,87%,0,0,3,1,0,5,4,0,0,1,lost,1-0,7.5,290.0,Netherlands,2018
3,away,D. Blind,D,90,0,0,0,0,58,2,90%,0,0,0,2,0,8,6,1,1,0,lost,1-0,7.2,531.0,Netherlands,2018
3,away,M. de Roon,M,81,1,0,0,0,77,0,90%,0,1,1,2,0,12,6,0,0,0,lost,1-0,7.3,30432.0,Netherlands,2018
3,away,F. de Jong,M,90,0,0,0,0,70,0,94%,0,1,0,0,0,11,5,0,0,0,lost,1-0,6.5,538.0,Netherlands,2018
3,away,G. Wijnaldum,M,90,0,0,0,0,35,0,89%,0,1,1,1,0,11,5,3,2,0,lost,1-0,6.6,300.0,Netherlands,2018
3,away,S. Bergwijn,F,60,0,0,0,0,27,0,93%,0,1,0,1,0,10,4,3,2,0,lost,1-0,6.9,244.0,Netherlands,2018
3,away,M. Depay,F,90,1,1,0,0,25,0,58%,0,0,0,2,0,11,5,1,1,0,lost,1-0,6.9,667.0,Netherlands,2018
3,away,R. Babel,F,45,0,0,0,0,8,0,88%,0,0,0,0,0,5,2,1,1,0,lost,1-0,6.7,19034.0,Netherlands,2018
3,away,D. van de Beek,M,30,0,0,0,0,8,1,72%,0,0,0,0,0,4,2,1,1,0,lost,1-0,6.6,547.0,Netherlands,2018
