match_nr,home/away,player_name,player_position,minutes_played,attempted_shots,shots_on_goal,goals,assists,totat_passes,key_passes,pass_completion,saves,tackles,blocks,interceptions,conceded_goals,total_duels,won_duels,attempted_dribbles,successful_dribbles,cards,game_won,game_result,rating
0,away,Fabian Schär,D,90,1,0,0,0,40,0,90%,0,2,0,2,0,13,6,1,0,1,lost,3-1,6.2
0,away,Manuel Akanji,D,90,0,0,0,0,66,0,95%,0,1,0,1,0,3,2,0,0,0,lost,3-1,6.5
0,away,Ricardo Rodríguez,D,90,1,1,1,0,61,0,92%,0,3,0,0,0,5,5,0,0,0,lost,3-1,7.5
0,away,Kevin Mbabu,M,90,0,0,0,0,30,3,78%,0,1,0,0,0,5,3,0,0,0,lost,3-1,7.0
0,away,Denis Zakaria,M,71,0,0,0,0,20,2,80%,0,2,0,2,0,5,5,0,0,0,lost,3-1,7.2
0,away,Granit Xhaka,M,90,0,0,0,0,81,2,92%,0,1,0,2,0,11,3,0,0,1,lost,3-1,6.2
0,away,Remo Freuler,M,89,2,0,0,0,35,1,83%,0,3,0,0,0,12,7,0,0,0,lost,3-1,6.7
0,away,Steven Zuber,M,83,2,0,0,0,36,2,76%,0,0,0,0,0,11,5,2,0,0,lost,3-1,6.9
0,away,Xherdan Shaqiri,F,90,4,1,0,0,52,3,85%,0,0,0,0,0,11,1,4,1,1,lost,3-1,7.0
0,away,Haris Seferović,F,90,6,1,0,0,13,1,81%,0,0,0,0,0,10,4,0,0,0,lost,3-1,7.0
0,away,Renato Steffen,M,13,0,0,0,0,4,0,100%,0,0,0,0,0,2,1,0,0,0,lost,3-1,6.3
0,away,Edimilson Fernandes,F,19,0,0,0,0,21,0,95%,0,0,0,1,0,4,1,1,0,0,lost,3-1,6.5
0,away,Josip Drmić,F,1,0,0,0,0,0,0,0%,0,0,0,0,0,1,0,0,0,0,lost,3-1,–
0,away,puffer_player,puffer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,lost,3-1,0
0,away,puffer_player,puffer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,lost,3-1,0
0,away,puffer_player,puffer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,lost,3-1,0
0,away,puffer_player,puffer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,lost,3-1,0
0,away,puffer_player,puffer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,lost,3-1,0
0,away,puffer_player,puffer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,lost,3-1,0
0,away,puffer_player,puffer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,lost,3-1,0
0,away,puffer_player,puffer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,lost,3-1,0
0,away,puffer_player,puffer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,lost,3-1,0
0,away,puffer_player,puffer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,lost,3-1,0
