player_name,player_id,player_position,minutes_played,attempted_shots,shots_on_goal,goals,assists,total_passes,key_passes,pass_completion,saves,tackles,blocks,interceptions,conceded_goals,total_duels,won_duels,attempted_dribbles,successful_dribbles,cards,rating,league
R. Jarstein,25333,Goalkeeper,90.0,0.03125,0.0,0.0,0.0,17.625,0.0,51.65625,3.28125,0.03125,0.0,0.0,1.4375,0.53125,0.5,0.0,0.0,0.0625,6.74999915625,Bundesliga
Håvard Nordtveit,19021,Defender,64.76923076923077,0.42307692307692313,0.19230769230769232,0.0,0.038461538461538464,32.92307692307693,0.11538461538461539,78.76331360946746,0.0,0.15384615384615385,0.07692307692307693,0.653846153846154,0.0,4.538461538461538,2.653846153846154,0.19230769230769232,0.15384615384615385,0.07692307692307693,6.743786767751479,Bundesliga
T. Elyounoussi,48152,Attacker,56.92857142857143,0.14285714285714285,0.0,0.21428571428571427,0.0,1.2142857142857142,0.0,20.892857142857142,0.0,0.0,0.0,0.14285714285714285,0.0,0.42857142857142855,0.2857142857142857,0.07142857142857142,0.0,0.21428571428571427,1.5153061224489794,Svenska Cupen
J. King,18881,Attacker,73.44117647058823,1.588235294117647,0.6470588235294118,0.2647058823529412,0.08823529411764706,15.382352941176471,1.2352941176470589,71.26470588235294,0.0,1.0588235294117647,0.08823529411764706,0.11764705882352941,0.0,15.911764705882351,6.647058823529412,4.38235294117647,1.9411764705882353,0.08823529411764706,6.882352029411765,Premier League
M. Elyounoussi,18946,Midfielder,79.89285714285714,0.375,0.21428571428571427,0.3392857142857143,0.017857142857142856,2.3392857142857144,0.05357142857142857,12.5783527696793,0.0,0.0,0.0,0.125,0.0,1.9642857142857142,0.7321428571428571,0.4642857142857143,0.30357142857142855,0.10714285714285712,1.242549084365889,Super League
B. Meling,1173,Defender,84.575,0.275,0.07500000000000001,0.0,0.05,25.125,0.875,75.67704375000001,0.0,0.0,0.0,1.0,0.0,4.475,2.3,0.7000000000000001,0.44999999999999996,0.2,6.4827569296875,Eliteserien
O. Kamara,12888,Attacker,83.70731707317073,2.3658536585365852,0.975609756097561,0.4634146341463415,0.0975609756097561,11.048780487804878,0.7804878048780488,73.82391433670435,0.0,0.0,0.0,0.3170731707317073,0.0,8.146341463414634,3.4390243902439024,0.975609756097561,0.43902439024390244,0.024390243902439025,7.023786781677572,Major League Soccer
B. Johnsen,36908,Attacker,75.63157894736841,2.973684210526316,1.2105263157894737,0.5,0.02631578947368421,10.578947368421053,0.5526315789473685,56.87950138504155,0.0,0.10526315789473684,0.02631578947368421,0.23684210526315788,0.0,14.736842105263158,6.605263157894737,0.8947368421052632,0.47368421052631576,0.07894736842105263,7.101621291296107,Eredivisie
M. Ødegaard,37127,Midfielder,86.5,1.5,0.7352941176470589,0.11764705882352941,0.029411764705882353,25.794117647058822,1.3529411764705883,74.22324924270542,0.0,0.0,0.0,0.7352941176470589,0.0,9.588235294117647,4.647058823529412,3.0588235294117645,2.0,0.11764705882352941,6.89657659953784,Eredivisie
A. Sørloth,8492,Attacker,68.39473684210527,0.18421052631578946,0.07894736842105263,0.42105263157894735,0.0,1.7105263157894737,0.15789473684210525,13.721906918907523,0.0,0.15789473684210525,0.0,0.05263157894736842,0.0,2.210526315789474,1.0263157894736843,0.3157894736842105,0.2894736842105263,0.15789473684210525,1.5837367568905765,Superliga
K. Ajer,1119,Defender,85.60000000000001,0.025,0.0,0.075,0.0,4.725,0.0,10.4075,0.0,0.0,0.0,0.05,0.0,0.8,0.5,0.075,0.05,0.125,0.767625,Premiership
S. Berge,1934,Midfielder,78.26315789473684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10526315789473684,0.0,Jupiler Pro League
S. Rosted,8477,Defender,82.02439024390245,0.5609756097560976,0.12195121951219512,0.0975609756097561,0.04878048780487805,27.51219512195122,0.17073170731707318,62.81992426111055,0.0,0.0,0.0,0.6341463414634146,0.0,4.975609756097561,3.3658536585365852,0.36585365853658536,0.2926829268292683,0.12195121951219512,5.407390734551154,Eliteserien
S. Johansen,19159,Midfielder,81.08163265306122,1.7959183673469388,0.5510204081632654,0.16326530612244897,0.1836734693877551,48.10204081632653,1.9591836734693877,82.0204081632653,0.0,0.08163265306122448,0.04081632653061224,0.5510204081632653,0.0,8.142857142857142,2.7346938775510203,1.0612244897959184,0.673469387755102,0.24489795918367346,6.9918367346938775,Championship
O. Selnæs,12880,Midfielder,80.75,0.3888888888888889,0.1111111111111111,0.0,0.05555555555555555,28.52777777777778,0.5,77.23736880599164,0.0,0.25,0.1388888888888889,0.9444444444444444,0.0,6.444444444444445,3.4722222222222223,0.2222222222222222,0.2222222222222222,0.3611111111111111,6.578942496620258,Ligue 1
M. Henriksen,19421,Midfielder,71.97142857142856,0.7428571428571429,0.2,0.05714285714285714,0.14285714285714285,24.085714285714285,0.7142857142857143,68.89551020408165,0.0,0.2857142857142857,0.02857142857142857,1.0857142857142856,0.0,10.371428571428572,5.628571428571428,0.34285714285714286,0.17142857142857143,0.22857142857142856,6.809510204081633,Championship
H. Aleesami,31541,Defender,87.7878787878788,0.0,0.0,0.030303030303030304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15151515151515152,0.0,Serie B
