player_name,player_position,minutes_played,attempted_shots,shots_on_goal,goals,assists,total_passes,key_passes,pass_completion,saves,tackles,blocks,interceptions,conceded_goals,total_duels,won_duels,attempted_dribbles,successful_dribbles,cards,rating
B. Džemaili,Midfielder,64.875,1.5625,0.3125,0.0625,0.03125,20.0625,0.625,68.0,0.0,1.125,0.0625,0.59375,0.0,9.53125,5.125,1.5625,0.9375,4.0,6.71875
V. Behrami,Midfielder,75.58064516129033,0.32258064516129037,0.06451612903225806,0.03225806451612903,0.0,25.193548387096776,0.25806451612903225,78.57856399583767,0.0,1.6451612903225807,0.4193548387096774,0.8709677419354839,0.0,9.612903225806452,5.096774193548387,0.4193548387096774,0.25806451612903225,11.0,6.7062430010405825
G. Fernandes,Midfielder,74.13636363636365,0.06818181818181818,0.06818181818181818,0.022727272727272728,0.0,20.68181818181818,0.11363636363636365,78.89537941397445,0.0,1.4772727272727273,0.25,1.5681818181818183,0.0,7.681818181818182,3.340909090909091,0.25,0.13636363636363635,15.0,6.5342509203606305
S. Lichtsteiner,Defender,77.86046511627906,0.32558139534883723,0.06976744186046512,0.09302325581395349,0.046511627906976744,23.209302325581394,0.39534883720930236,74.10836723166982,0.0,0.5581395348837209,0.2558139534883721,0.6046511627906976,0.0,6.116279069767442,3.395348837209302,0.5348837209302326,0.27906976744186046,8.0,6.467467096723091
Johan Danon Djourou-Gbadjere,Defender,77.17647058823529,0.058823529411764705,0.058823529411764705,0.0,0.0,6.0,0.0,49.2894707002184,0.0,0.058823529411764705,0.17647058823529413,0.23529411764705882,0.0,1.2352941176470589,0.7647058823529411,0.11764705882352941,0.11764705882352941,0.0,3.71314012608312
M. Gavranović,Attacker,55.43902439024391,0.34146341463414637,0.14634146341463414,0.29268292682926833,0.0975609756097561,2.5365853658536586,0.34146341463414637,23.803093396787627,0.0,0.12195121951219512,0.0,0.0,0.0,3.2682926829268295,1.0731707317073171,0.3414634146341463,0.1951219512195122,1.0,2.5946856347412255
J. Drmić,Attacker,34.64285714285714,0.6428571428571428,0.2857142857142857,0.2857142857142857,0.0,5.285714285714286,0.14285714285714285,50.936276551436904,0.0,0.0,0.0,0.14285714285714285,0.0,2.2857142857142856,0.8571428571428571,0.21428571428571427,0.14285714285714285,0.0,5.464285714285714
N. Elvedi,Defender,86.5128205128205,0.358974358974359,0.07692307692307693,0.07692307692307693,0.02564102564102564,51.43589743589744,0.07692307692307693,88.26655834317796,0.0,0.48717948717948717,0.3333333333333333,1.3846153846153846,0.0,6.0769230769230775,3.794871794871795,0.28205128205128205,0.23076923076923078,1.0,6.780120847836621
F. Schär,Defender,84.49056603773586,0.7735849056603773,0.22641509433962265,0.09433962264150943,0.018867924528301886,26.0188679245283,0.3584905660377359,65.54331427957307,0.0,1.2830188679245282,0.3584905660377358,1.7358490566037734,0.0,7.830188679245283,4.39622641509434,0.6226415094339622,0.4339622641509434,20.0,6.738960826595108
M. Akanji,Defender,87.58333333333334,0.25,0.0625,0.020833333333333332,0.0,60.875,0.20833333333333334,84.884033203125,0.0,0.8333333333333334,0.3333333333333333,1.0208333333333335,0.0,5.9375,3.8125000000000004,0.41666666666666663,0.2916666666666667,3.0,6.825246853298611
Y. Mvogo,Goalkeeper,86.71428571428572,0.0,0.0,0.0,0.0,8.142857142857142,0.0,60.18586005830904,1.0714285714285714,0.07142857142857142,0.0,0.0,0.7142857142857142,0.14285714285714285,0.14285714285714285,0.0,0.0,0.0,6.505101767492712
D. Zakaria,Midfielder,58.999999999999986,0.78,0.28,0.1,0.02,15.940000000000001,0.42000000000000004,76.317456,0.0,0.45999999999999996,0.19999999999999998,0.5800000000000001,0.0,5.4,2.66,1.2200000000000002,0.72,10.0,6.382796477024
B. Embolo,Attacker,60.11363636363636,1.1363636363636362,0.5681818181818181,0.18181818181818182,0.045454545454545456,6.2272727272727275,0.6590909090909091,55.04470323065364,0.0,0.5,0.0,0.15909090909090912,0.0,9.454545454545455,4.0,1.9545454545454546,0.8863636363636365,7.0,6.696151358001502
G. Xhaka,Midfielder,86.14925373134331,0.7313432835820894,0.2388059701492537,0.11940298507462686,0.07462686567164178,51.3134328358209,1.1194029850746268,79.42269772485608,0.0,1.0298507462686568,0.208955223880597,0.7761194029850746,0.0,7.164179104477611,3.91044776119403,0.3582089552238806,0.22388059701492535,19.0,6.8434609405723865
S. Zuber,Midfielder,67.47916666666666,1.1874999999999998,0.3125,0.22916666666666669,0.0625,14.729166666666668,0.7916666666666666,69.1669921875,0.0,0.47916666666666663,0.041666666666666664,0.33333333333333337,0.0,4.333333333333333,1.7499999999999998,0.7083333333333334,0.3125,6.0,6.3222655078125
Y. Sommer,Goalkeeper,90.51724137931035,0.0,0.0,0.0,0.0,23.637931034482758,0.017241379310344827,69.13116568945016,2.413793103448276,0.034482758620689655,0.0,0.017241379310344827,0.9655172413793104,0.41379310344827586,0.3448275862068965,0.05172413793103448,0.05172413793103448,1.0,6.652601165351182
R. Freuler,Midfielder,79.33898305084746,0.5423728813559322,0.13559322033898305,0.03389830508474576,0.11864406779661017,37.237288135593225,0.8644067796610169,81.43751828471562,0.0,0.8983050847457626,0.23728813559322035,0.6949152542372882,0.0,8.305084745762713,4.5593220338983045,0.8644067796610169,0.4915254237288135,8.0,6.628718251586298
R. Rodríguez,Defender,85.203125,0.59375,0.1875,0.109375,0.0625,32.5625,0.609375,76.06866500526667,0.0,0.734375,0.078125,0.75,0.0,4.734375,2.90625,0.40625,0.34375,8.0,6.827314505091869
