match_nr,home/away,player_name,player_position,minutes_played,attempted_shots,shots_on_goal,goals,assists,total_passes,key_passes,pass_completion,saves,tackles,blocks,interceptions,conceded_goals,total_duels,won_duels,attempted_dribbles,successful_dribbles,cards,game_won,game_result,rating,id,team,season
0,home,É. Mendy,G,90,0,0,0,0,28,0,23,1,0,0,0,2,3,2,0,0,0,lost,0-2,5.6,2986.0,Senegal,2022
0,home,Y. Sabaly,D,90,1,1,0,0,60,3,50,0,3,0,2,0,7,4,0,0,0,lost,0-2,7.3,1264.0,Senegal,2022
0,home,K. Koulibaly,D,90,0,0,0,0,50,1,42,0,2,1,0,0,9,5,0,0,0,lost,0-2,6.6,318.0,Senegal,2022
0,home,P. Cissé,D,90,0,0,0,0,25,0,19,0,0,1,2,0,5,3,1,1,0,lost,0-2,6.6,1592.0,Senegal,2022
0,home,A. Diallo,D,62,0,0,0,0,22,1,9,0,2,0,0,0,8,4,0,0,0,lost,0-2,6.6,7.0,Senegal,2022
0,home,C. Kouyaté,M,73,0,0,0,0,21,1,18,0,0,1,2,0,6,3,1,1,0,lost,0-2,7.2,2991.0,Senegal,2022
0,home,N. Mendy,M,90,0,0,0,0,47,1,36,0,3,0,1,0,8,5,0,0,1,lost,0-2,6.9,18785.0,Senegal,2022
0,home,K. Diatta,M,73,2,0,0,0,34,1,31,0,0,0,0,0,3,1,1,0,0,lost,0-2,6.9,81.0,Senegal,2022
0,home,I. Gueye,M,90,1,1,0,0,37,0,35,0,0,0,0,0,8,1,0,0,1,lost,0-2,6.2,2990.0,Senegal,2022
0,home,I. Sarr,M,90,2,0,0,0,17,4,9,0,3,0,0,0,22,14,3,2,0,lost,0-2,7.3,2218.0,Senegal,2022
0,home,B. Dia,F,69,1,1,0,0,11,0,10,0,0,0,0,0,6,3,1,0,0,lost,0-2,6.6,22015.0,Senegal,2022
0,home,P. Gueye,M,17,1,1,0,0,14,0,9,0,0,0,2,0,1,1,0,0,0,lost,0-2,6.6,20696.0,Senegal,2022
0,home,I. Jakobs,D,28,1,0,0,0,9,1,7,0,0,0,1,0,7,6,0,0,0,lost,0-2,6.6,158121.0,Senegal,2022
0,home,N. Jackson,F,17,0,0,0,0,10,0,9,0,0,0,0,0,3,0,0,0,0,lost,0-2,6.5,283058.0,Senegal,2022
0,home,B. Dieng,F,21,2,0,0,0,0,0,0,0,1,0,0,0,3,1,0,0,0,lost,0-2,6.6,284072.0,Senegal,2022
0,home,puffer_player,puffer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,lost,0-2,0,,Senegal,2022
0,home,puffer_player,puffer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,lost,0-2,0,,Senegal,2022
0,home,puffer_player,puffer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,lost,0-2,0,,Senegal,2022
0,home,puffer_player,puffer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,lost,0-2,0,,Senegal,2022
0,home,puffer_player,puffer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,lost,0-2,0,,Senegal,2022
0,home,puffer_player,puffer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,lost,0-2,0,,Senegal,2022
0,home,puffer_player,puffer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,lost,0-2,0,,Senegal,2022
0,home,puffer_player,puffer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,lost,0-2,0,,Senegal,2022
0,home,puffer_player,puffer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,lost,0-2,0,,Senegal,2022
0,home,puffer_player,puffer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,lost,0-2,0,,Senegal,2022
0,home,puffer_player,puffer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,lost,0-2,0,,Senegal,2022
0,away,A. Noppert,G,90,0,0,0,0,23,0,18,4,0,0,0,0,0,0,0,0,0,won,0-2,8,31632.0,Netherlands,2022
0,away,M. de Ligt,D,90,0,0,0,0,45,0,41,0,0,0,0,0,13,6,0,0,1,won,0-2,6.9,532.0,Netherlands,2022
0,away,V. van Dijk,D,90,2,0,0,0,62,0,49,0,0,1,2,0,8,4,0,0,0,won,0-2,7,290.0,Netherlands,2022
0,away,N. Aké,D,90,0,0,0,0,65,0,56,0,1,1,0,0,9,3,0,0,0,won,0-2,7,18861.0,Netherlands,2022
0,away,D. Dumfries,M,90,0,0,0,0,30,0,18,0,2,0,1,0,20,5,2,0,0,won,0-2,6.2,226.0,Netherlands,2022
0,away,S. Berghuis,M,79,1,0,0,0,42,1,37,0,0,0,0,0,3,0,2,0,0,won,0-2,6.3,37160.0,Netherlands,2022
0,away,F. de Jong,M,90,0,0,0,1,62,2,53,0,2,2,0,0,10,8,2,1,0,won,0-2,7.6,538.0,Netherlands,2022
0,away,D. Blind,M,90,1,0,0,0,42,0,36,0,1,0,1,0,6,3,0,0,0,won,0-2,7.2,531.0,Netherlands,2022
0,away,C. Gakpo,F,89,1,1,1,0,11,3,7,0,0,0,1,0,5,2,1,1,0,won,0-2,7.9,247.0,Netherlands,2022
0,away,V. Janssen,F,62,0,0,0,0,12,1,9,0,2,0,0,0,9,6,1,1,0,won,0-2,7,183.0,Netherlands,2022
0,away,S. Bergwijn,F,79,0,0,0,0,20,0,15,0,1,0,0,0,2,2,0,0,0,won,0-2,6.9,244.0,Netherlands,2022
0,away,M. de Roon,M,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,won,0-2,0,30432.0,Netherlands,2022
0,away,D. Klaassen,M,11,1,1,1,0,4,0,3,0,0,0,0,0,4,3,0,0,0,won,0-2,7.5,25321.0,Netherlands,2022
0,away,T. Koopmeiners,M,11,0,0,0,0,5,1,3,0,1,0,1,0,5,2,0,0,0,won,0-2,6.3,36899.0,Netherlands,2022
0,away,M. Depay,F,28,1,1,0,0,12,0,10,0,0,0,0,0,5,2,2,1,0,won,0-2,6.6,667.0,Netherlands,2022
0,away,puffer_player,puffer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,won,0-2,0,,Netherlands,2022
0,away,puffer_player,puffer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,won,0-2,0,,Netherlands,2022
0,away,puffer_player,puffer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,won,0-2,0,,Netherlands,2022
0,away,puffer_player,puffer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,won,0-2,0,,Netherlands,2022
0,away,puffer_player,puffer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,won,0-2,0,,Netherlands,2022
0,away,puffer_player,puffer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,won,0-2,0,,Netherlands,2022
0,away,puffer_player,puffer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,won,0-2,0,,Netherlands,2022
0,away,puffer_player,puffer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,won,0-2,0,,Netherlands,2022
0,away,puffer_player,puffer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,won,0-2,0,,Netherlands,2022
0,away,puffer_player,puffer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,won,0-2,0,,Netherlands,2022
0,away,puffer_player,puffer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,won,0-2,0,,Netherlands,2022
1,home,J. Pickford,G,90,0,0,0,0,28,0,17,1,0,0,0,2,0,0,0,0,0,won,6-2,6.3,2932.0,England,2022
1,home,K. Trippier,D,90,0,0,0,0,88,1,73,0,5,0,1,0,8,8,0,0,0,won,6-2,7.2,169.0,England,2022
1,home,J. Stones,D,90,0,0,0,0,117,0,116,0,0,0,0,0,3,1,1,1,0,won,6-2,6.7,626.0,England,2022
1,home,H. Maguire,D,70,1,0,0,1,74,1,66,0,1,0,0,0,6,6,1,1,0,won,6-2,7.3,2935.0,England,2022
1,home,L. Shaw,D,90,0,0,0,1,104,1,91,0,0,0,1,0,5,2,1,1,0,won,6-2,6.9,891.0,England,2022
1,home,J. Bellingham,M,90,1,1,1,0,96,1,92,0,3,0,0,0,10,7,2,2,0,won,6-2,8.3,129718.0,England,2022
1,home,D. Rice,M,90,0,0,0,0,95,0,90,0,1,1,3,0,4,1,1,0,0,won,6-2,7,2937.0,England,2022
1,home,B. Saka,M,71,3,3,2,0,28,1,23,0,1,0,1,0,11,5,4,1,0,won,6-2,8.3,1460.0,England,2022
1,home,M. Mount,M,71,1,0,0,0,36,1,32,0,1,0,0,0,9,7,2,2,0,won,6-2,7.2,19220.0,England,2022
1,home,R. Sterling,M,71,1,1,1,1,29,1,25,0,0,0,0,0,8,3,3,2,0,won,6-2,7.5,645.0,England,2022
1,home,H. Kane,F,76,0,0,0,2,13,2,9,0,0,0,0,0,4,2,1,1,0,won,6-2,7.9,184.0,England,2022
